"animalID","season","age","birth_date","pupping_exp","total_resights","count_1_pup","MOA_proportion","dominant_area","avg_density","n_extreme_both","pupID","Wt_wean_corrected"
44962,2022,7,2022-01-15,2,19,18,0.947368421052632,"NP2",27.5698924731183,6,54895,123.861014860768
44962,2023,8,2023-01-16,3,21,20,0.952380952380952,"NPGa",13.7260273972603,59,57578,149.374555528017
44962,2024,9,2024-01-14,4,17,16,0.941176470588235,"NP0",18.6534653465346,NA,60607,138.453549366183
45079,2019,4,2019-01-06,0,15,14,0.933333333333333,"NP",1,36,NA,NA
45079,2020,5,2020-01-18,1,14,13,0.928571428571429,"NPG1",13,9,51645,137.99319247843
45079,2022,7,2022-01-07,2,27,27,1,"NP2",27.5698924731183,6,54763,133.489231767609
45079,2023,8,2023-01-18,3,21,21,1,"NPGa",13.7260273972603,59,57585,140.489630974509
45079,2024,9,2024-01-18,4,19,19,1,"NP0",18.6534653465346,NA,60843,136.844039170477
45079,2025,10,2025-01-19,5,17,17,1,"NP0",23.8413793103448,NA,62892,153.724161428629
45081,2024,9,2024-01-27,5,16,16,1,"NP1",12.6428571428571,NA,60898,143.653177792384
45081,2025,10,2025-01-27,6,15,15,1,"NP0",23.8413793103448,NA,62924,148.023132925316
45093,2022,7,2022-01-07,1,32,32,1,"MBBU",7.36363636363636,6,54762,114.64694123859
45100,2019,4,2019-01-10,0,17,14,0.823529411764706,"NP3",17,36,49958,68.2068212070284
45100,2021,6,2021-01-12,2,16,16,1,"TSW",35.3611111111111,37,52797,129.282711137621
45177,2021,6,2021-01-03,1,16,16,1,"BBSL",33.953125,37,52663,141.950997064915
45177,2022,7,2022-01-08,2,17,17,1,"APG",24.5,6,54756,137.151897307246
45282,2021,6,2021-02-03,2,15,14,0.933333333333333,"BBN",17.7142857142857,37,53130,127.865925002886
45282,2025,10,2025-01-24,6,19,19,1,"TSB",24.8922155688623,NA,62970,118.648165544042
45419,2020,5,2020-01-30,2,16,16,1,"MBBU",21.5813953488372,9,51769,124.713994333396
45419,2021,6,2021-01-24,3,14,14,1,"SBE",33.1041666666667,37,53459,123.762526982336
45419,2024,9,2024-01-25,4,17,17,1,"SBE",24.6,NA,60922,139.076371169887
45425,2022,7,2022-01-21,2,15,14,0.933333333333333,"AP",30.6927083333333,6,54818,129
45438,2025,10,2025-01-23,6,16,16,1,"TSW",9.675,NA,62932,160
45441,2024,9,2024-01-27,3,20,19,0.95,"SBE",24.6,NA,NA,NA
45454,2020,5,2020-01-13,1,15,14,0.933333333333333,"SBW",29.2340425531915,9,NA,NA
45454,2021,6,2021-01-08,2,15,14,0.933333333333333,"APG",42.9950372208437,37,52806,121.000956242307
45456,2025,10,2025-01-09,4,17,17,1,"TSW",9.675,NA,NA,NA
45460,2018,3,2018-01-17,0,16,16,1,"APGw",17.6071428571429,9,48991,101.593343299358
45465,2019,4,2019-01-16,1,14,14,1,"MBBU",22.8611111111111,36,50281,115.370895127383
45465,2022,7,2022-01-31,4,16,16,1,"BBSL",28.378640776699,6,55251,128.657149632116
45553,2018,3,2018-01-25,0,15,15,1,"MBBU",29.9076923076923,9,49013,93.5559350407807
45564,2022,7,2022-01-14,3,14,14,1,"TSC",24.0147058823529,6,54917,125.428875808373
45564,2023,8,2023-01-21,4,19,19,1,"TSB",18.566265060241,59,57701,116.145919522024
45564,2024,9,2024-01-26,5,16,16,1,"APG",26.7880794701987,NA,NA,NA
45570,2020,5,2020-01-27,1,14,13,0.928571428571429,"BMD",1,9,51713,120.518466853921
45624,2021,6,2020-12-28,0,20,19,0.95,"APG",42.9950372208437,37,NA,NA
45675,2019,4,2019-01-13,0,15,15,1,"TSC",16.625,36,NA,NA
45675,2021,6,2021-01-20,2,21,21,1,"TSC",29.3765432098765,37,NA,NA
45722,2019,4,2019-01-06,0,16,16,1,"NP1",14.1363636363636,36,50279,117.510875880739
45722,2021,6,2021-01-17,1,16,16,1,"NPG1",5.5,37,NA,NA
45724,2020,5,2020-01-03,1,17,17,1,"APG",30.5473251028807,9,NA,NA
45776,2022,7,2022-01-27,2,16,16,1,"BBN",18.8387096774194,6,NA,NA
45776,2023,8,2023-02-02,3,14,13,0.928571428571429,"NP0",18.0344827586207,59,NA,NA
46105,2018,4,2018-01-13,0,17,16,0.941176470588235,"BBSU",11.6,9,NA,NA
46106,2021,7,2021-01-15,3,17,15,0.88235294117647,"SBE",33.1041666666667,37,NA,NA
46125,2014,4,2014-01-26,0,14,14,1,NA,NA,6,NA,NA
46125,2015,5,2015-02-04,1,16,13,0.8125,NA,NA,1,NA,NA
46133,2025,12,2025-01-08,4,17,14,0.823529411764706,"NP4",11,NA,NA,NA
46136,2020,7,2020-01-23,1,14,12,0.857142857142857,"BBSL",32.136690647482,9,NA,NA
46593,2023,7,2023-01-03,1,20,18,0.9,"NPGa",13.7260273972603,59,NA,NA
46595,2019,3,2019-01-26,0,17,17,1,"TSW",21.18,36,50549,74.4903915436363
46595,2022,6,2022-01-23,3,14,14,1,"BBN",18.8387096774194,6,55247,109.543398498645
46653,2022,6,2022-01-16,2,15,15,1,"NP2",27.5698924731183,6,55019,140.869192623955
46653,2025,9,2025-01-21,5,15,13,0.866666666666667,"AP",31.914798206278,NA,63060,132.399035042247
46703,2022,6,2022-01-30,2,16,16,1,"TSC",24.0147058823529,6,54862,98.8732353309777
46703,2023,7,2023-01-25,3,17,17,1,"TSC",12.2698412698413,59,57653,114.279077641212
46787,2022,6,2022-01-27,2,14,14,1,"AP",30.6927083333333,6,54826,131.36791615597
46787,2025,9,2025-01-21,5,16,16,1,"TSB",24.8922155688623,NA,62708,149.449900783302
46788,2020,4,2020-01-06,0,17,17,1,"NP1",17.2549019607843,9,NA,NA
46788,2022,6,2022-01-03,2,23,23,1,"NP1",5.17647058823529,6,54734,122.615855113017
46788,2023,7,2023-01-05,3,20,20,1,"NPG0",10,59,57445,136.672870502352
46788,2025,9,2025-01-04,4,16,16,1,"NP0",23.8413793103448,NA,NA,NA
46837,2020,4,2020-01-13,0,19,19,1,"TSW",23.6,9,51427,114.932940760869
46837,2024,8,2024-01-17,3,19,19,1,"TSB",24.6357142857143,NA,60560,139.662589544591
46847,2020,4,2020-01-03,0,23,18,0.782608695652174,"NP1",17.2549019607843,9,NA,NA
46847,2024,8,2024-01-06,2,16,16,1,"APG",26.7880794701987,NA,NA,NA
46847,2025,9,2025-01-16,3,18,18,1,"TSB",24.8922155688623,NA,62877,133.408142453271
46857,2022,6,2022-02-05,2,16,16,1,"BBSL",28.378640776699,6,54995,139.076371169887
46857,2023,7,2023-02-10,3,14,14,1,"AP",26.1746987951807,59,NA,NA
46857,2024,8,2024-02-06,4,18,18,1,"AP",28.8756218905473,NA,61118,122.450950484903
46859,2022,6,2022-01-23,2,15,15,1,"NP2",27.5698924731183,6,54989,114.906987078507
46895,2021,5,2020-12-23,0,23,22,0.956521739130435,"APG",42.9950372208437,37,52660,122.698829639902
46895,2022,6,2022-01-02,1,15,14,0.933333333333333,"APG",24.5,6,NA,NA
46902,2021,5,2021-01-17,0,15,15,1,"NP3",5,37,53174,123.622293779285
46903,2023,7,2023-01-28,3,14,14,1,"SBE",27.3173076923077,59,57702,126
46905,2022,6,2022-01-11,1,22,22,1,"APG",24.5,6,NA,NA
46905,2025,9,2025-01-26,4,14,14,1,"TSW",9.675,NA,NA,NA
46909,2021,5,2021-01-15,0,21,20,0.952380952380952,"TSC",29.3765432098765,37,53134,110.030535918295
46909,2022,6,2022-01-23,1,14,13,0.928571428571429,"TSB",20.4,6,NA,NA
46960,2020,4,2020-01-12,0,21,16,0.761904761904762,"BBSL",32.136690647482,9,NA,NA
46960,2025,9,2025-01-20,5,16,14,0.875,"BBSL",27.4793388429752,NA,62979,116.16578725809
46965,2020,4,2020-01-09,0,16,12,0.75,"BBN",10.125,9,NA,NA
46965,2022,6,2022-01-16,2,17,5,0.294117647058824,"TSC",24.0147058823529,6,NA,NA
46971,2021,5,2021-01-16,1,18,18,1,"NP1",20.8166666666667,37,53089,109.856131325252
46986,2022,6,2022-01-19,1,19,19,1,"TSW",31.4090909090909,6,NA,NA
46986,2023,7,2023-01-25,2,19,19,1,"SBE",27.3173076923077,59,57711,125.546028957951
46988,2022,6,2022-02-06,1,16,15,0.9375,"TSB",20.4,6,55441,111.723842425895
46988,2024,8,2024-02-05,3,20,20,1,"TSB",24.6357142857143,NA,60992,112.346527357212
47032,2022,6,2022-01-10,0,16,15,0.9375,"APG",24.5,6,NA,NA
47032,2024,8,2024-01-26,2,16,16,1,"APG",26.7880794701987,NA,60987,111.517401694059
47083,2021,5,2020-12-31,1,14,14,1,"BBSL",33.953125,37,52651,114.380133037141
47125,2021,5,2021-01-20,0,18,18,1,"TSB",26.7948717948718,37,53224,99.728839415484
47126,2020,4,2020-01-15,0,15,15,1,"BBSU",9.5,9,NA,NA
47126,2022,6,2022-01-28,2,19,19,1,"BBSU",17.3243243243243,6,54827,127.478070709751
47126,2023,7,2023-01-31,3,15,15,1,"AP",26.1746987951807,59,NA,NA
47126,2025,9,2025-01-19,4,14,14,1,"AP",31.914798206278,NA,62909,141.827530169993
47140,2022,6,2022-01-18,3,16,16,1,"APG",24.5,6,54739,125.690312565842
47140,2023,7,2023-01-22,4,21,21,1,"AP",26.1746987951807,59,57453,138.657157527015
47152,2020,4,2020-01-13,0,14,13,0.928571428571429,"BBSL",32.136690647482,9,51452,101.96247526242
47173,2021,5,2021-01-10,0,18,18,1,"NPG1",5.5,37,NA,NA
47416,2023,8,2023-01-13,4,17,17,1,"TSC",12.2698412698413,59,57541,117
47416,2024,9,2024-01-23,5,17,17,1,"TSB",24.6357142857143,NA,60859,134.55044935327
47658,2017,3,2017-01-07,0,16,15,0.9375,NA,NA,30,NA,NA
47971,2021,4,2021-01-02,0,22,21,0.954545454545455,"NP0",19.695652173913,37,NA,NA
48020,2025,8,2025-01-19,2,15,15,1,"BBSL",27.4793388429752,NA,62896,139.82368751453
48082,2021,4,2021-01-15,0,17,17,1,"NP4",15.7213114754098,37,NA,NA
48082,2022,5,2022-01-22,1,16,16,1,"NP4",12.9655172413793,6,55003,123.936464484131
48082,2025,8,2025-01-21,3,14,14,1,"NP4",11,NA,62887,136.789449203676
48154,2021,4,2021-01-17,0,16,16,1,"BBSU",23.4588235294118,37,NA,NA
48244,2021,4,2021-01-20,0,18,16,0.888888888888889,"BBSL",33.953125,37,53074,139.355962991922
48257,2024,7,2024-01-20,3,22,21,0.954545454545455,"NP0",18.6534653465346,NA,60568,127.736671375855
48291,2021,4,2021-01-19,0,21,9,0.428571428571429,"AP",35.8701298701299,37,NA,NA
48303,2021,4,2021-01-21,0,17,12,0.705882352941177,"TSB",26.7948717948718,37,53400,73.7371040075983
48332,2021,4,2021-01-17,0,21,19,0.904761904761905,"TSW",35.3611111111111,37,53102,113.27417723807
48343,2024,7,2024-01-23,2,14,14,1,"TSB",24.6357142857143,NA,NA,NA
48343,2025,8,2025-01-21,3,14,14,1,"TSB",24.8922155688623,NA,62876,137.231900401187
48482,2022,5,2022-01-27,1,17,17,1,"NP2",27.5698924731183,6,55022,120.642095167987
48499,2022,5,2022-01-11,1,21,20,0.952380952380952,"MBBU",7.36363636363636,6,54781,90.8793988592781
48499,2024,7,2024-01-08,3,17,17,1,"APG",26.7880794701987,NA,60463,117.774622587231
48499,2025,8,2025-01-12,4,18,18,1,"APG",14.974358974359,NA,62667,121.254081202206
48924,2022,4,2022-01-13,0,17,16,0.941176470588235,"NP2",27.5698924731183,6,NA,NA
48924,2023,5,2023-01-21,1,16,14,0.875,"NPGa",13.7260273972603,59,NA,NA
48924,2024,6,2024-01-26,2,16,16,1,NA,NA,NA,60834,147.503636512753
48940,2023,5,2022-12-28,0,22,22,1,"NPG0",10,59,NA,NA
48940,2024,6,2024-01-09,1,23,23,1,"NP1",12.6428571428571,NA,60578,127.750809493151
48940,2025,7,2025-01-14,2,19,19,1,"NP0",23.8413793103448,NA,62670,131.888087010687
48986,2022,4,2022-01-12,0,21,20,0.952380952380952,"TSW",31.4090909090909,6,NA,NA
48986,2024,6,2024-01-21,2,17,15,0.88235294117647,"APG",26.7880794701987,NA,60827,100.166246605903
48986,2025,7,2025-01-19,3,16,16,1,"TSB",24.8922155688623,NA,62808,140.951362735985
49001,2023,5,2023-01-23,1,19,19,1,"TSW",21.3,59,57456,98.1631586531868
49079,2022,4,2022-01-02,0,24,21,0.875,"TSW",31.4090909090909,6,NA,NA
49201,2023,5,2023-01-11,2,18,18,1,"TSC",12.2698412698413,59,57458,108.207503395003
49201,2024,6,2024-01-12,3,23,23,1,"TSC",9.13793103448276,NA,60472,120.051826271769
49201,2025,7,2025-01-03,4,23,23,1,NA,NA,NA,62703,129.431120686559
49350,2022,4,2022-01-09,0,17,16,0.941176470588235,"NP3",14.0588235294118,6,54813,96.336471847711
49350,2024,6,2024-01-27,2,15,15,1,NA,NA,NA,60576,108.488286351415
49395,2021,3,2021-01-09,0,16,16,1,"BBN",17.7142857142857,37,NA,NA
49395,2022,4,2022-01-20,1,18,17,0.944444444444444,"NP0",20.4925373134328,6,54944,114.279077641212
49454,2022,4,2022-01-10,0,21,21,1,"MBBU",7.36363636363636,6,NA,NA
49503,2022,4,2022-01-05,0,21,19,0.904761904761905,"TSW",31.4090909090909,6,54792,103.177068269634
49504,2024,6,2024-02-01,2,18,18,1,"BBSU",15.1724137931035,NA,60890,118
49544,2024,6,2024-01-31,2,18,18,1,"APG",26.7880794701987,NA,60945,117.448324856606
49544,2025,7,2025-01-25,3,16,16,1,"AP",31.914798206278,NA,63062,134.52563884655
49594,2024,6,2024-01-29,1,17,15,0.88235294117647,"AP",28.8756218905473,NA,60971,135.605806919325
49654,2024,6,2024-01-29,1,15,15,1,"TSB",24.6357142857143,NA,60582,111.545557083052
49677,2024,6,2024-02-06,1,19,19,1,"APG",26.7880794701987,NA,60623,107.912325241289
49677,2025,7,2025-02-06,2,18,17,0.944444444444444,"BBSL",27.4793388429752,NA,63196,117.188595588031
49843,2022,4,2022-01-20,0,24,24,1,"NP3",14.0588235294118,6,54956,99.9420365548446
49891,2021,3,2021-01-21,0,15,15,1,"BBN",17.7142857142857,37,53075,85.1933974079469
49965,2024,5,2024-01-17,0,20,19,0.95,"TSB",24.6357142857143,NA,60616,112.184029987161
50258,2022,4,2022-01-20,0,14,11,0.785714285714286,"NP0",20.4925373134328,6,NA,NA
50301,2023,4,2023-01-18,0,18,4,0.222222222222222,"SBW",29.0357142857143,59,NA,NA
50301,2024,5,2024-01-14,1,14,14,1,"NP1",12.6428571428571,NA,NA,NA
50301,2025,6,2025-01-17,2,19,19,1,"NP0",23.8413793103448,NA,62672,113.107223420366
50475,2025,6,2025-01-26,1,14,14,1,"BBSL",27.4793388429752,NA,63050,131.252359328047
50501,2023,4,2023-01-17,0,21,21,1,"NPGa",13.7260273972603,59,57579,102.767197398728
50501,2024,5,2024-01-19,1,18,17,0.944444444444444,"TSB",24.6357142857143,NA,NA,NA
50539,2023,4,2023-01-02,0,23,19,0.826086956521739,"NPGa",13.7260273972603,59,NA,NA
50634,2023,4,2023-01-22,0,20,19,0.95,"NP0",18.0344827586207,59,57454,85.9226438713663
50634,2025,6,2025-01-30,2,17,16,0.941176470588235,"NP2",13.3809523809524,NA,62952,137.415010709181
50850,2024,5,2024-01-06,0,20,20,1,NA,NA,NA,60581,117.91664945101
50866,2023,4,2023-01-17,0,23,18,0.782608695652174,"NPGa",13.7260273972603,59,NA,NA
50866,2024,5,2024-01-27,1,14,14,1,"APGw",18.9411764705882,NA,NA,NA
50866,2025,6,2025-01-24,2,16,3,0.1875,"TSB",24.8922155688623,NA,NA,NA
51260,2020,4,2020-01-06,0,23,23,1,"TSB",20.3571428571429,9,51285,124.965399077059
51303,2021,5,2021-01-16,1,14,14,1,"SBE",33.1041666666667,37,NA,NA
51363,2024,4,2024-01-23,0,20,20,1,"BBSU",15.1724137931035,NA,NA,NA
51370,2024,4,2024-01-12,0,23,23,1,"NP1",12.6428571428571,NA,NA,NA
51370,2025,5,2025-01-16,1,17,17,1,"NP0",23.8413793103448,NA,62864,107.628791254571
51371,2023,3,2023-01-03,0,19,7,0.368421052631579,"NPGa",13.7260273972603,59,NA,NA
51371,2024,4,2024-01-09,1,22,22,1,"NPGa",16.6086956521739,NA,NA,NA
51374,2025,5,2025-01-16,2,19,19,1,"TSB",24.8922155688623,NA,62671,112.297378688036
51500,2024,4,2024-01-07,0,16,16,1,"APG",26.7880794701987,NA,NA,NA
51527,2025,5,2024-12-30,0,27,16,0.592592592592593,"AP",31.914798206278,NA,NA,NA
51555,2024,4,2024-01-22,0,19,15,0.789473684210526,"TSB",24.6357142857143,NA,NA,NA
51555,2025,5,2025-01-18,1,16,16,1,"TSB",24.8922155688623,NA,62841,108.013619950464
51588,2025,5,2025-01-04,0,15,15,1,"NP0",23.8413793103448,NA,NA,NA
51622,2024,4,2024-01-21,0,19,19,1,"TSB",24.6357142857143,NA,60612,115.870311425611
51640,2024,4,2024-01-07,0,20,19,0.95,"NPGa",16.6086956521739,NA,60579,107.832383219958
51642,2025,5,2025-01-03,0,18,18,1,"NP0",23.8413793103448,NA,62707,134.064409202374
51711,2024,4,2024-01-17,0,22,22,1,"NPGa",16.6086956521739,NA,60628,110.923069293475
51722,2024,4,2024-01-27,0,14,5,0.357142857142857,"NP4",18.3333333333333,NA,NA,NA
51792,2024,4,2024-01-05,0,15,14,0.933333333333333,"MBBU",13.0909090909091,NA,60456,115.44672194211
51792,2025,5,2025-01-13,1,14,14,1,"APG",14.974358974359,NA,NA,NA
51872,2024,4,2024-01-08,0,22,20,0.909090909090909,"MBBU",13.0909090909091,NA,NA,NA
51886,2024,4,2024-01-08,0,18,18,1,"SBW",24.8214285714286,NA,NA,NA
51907,2025,5,2025-01-14,1,14,14,1,"NP0",23.8413793103448,NA,62862,113.85880112759
51911,2024,4,2024-01-22,0,16,16,1,"APG",26.7880794701987,NA,60897,92.3808076136747
52053,2024,4,2024-01-06,0,16,14,0.875,"APG",26.7880794701987,NA,NA,NA
52119,2024,4,2024-01-23,0,21,21,1,"SBW",24.8214285714286,NA,60573,129.915172170549
52119,2025,5,2025-01-26,1,18,18,1,"NP0",23.8413793103448,NA,62923,136.768080665225
52180,2024,4,2024-01-17,0,20,17,0.85,"SBE",24.6,NA,60924,105.265684061357
52991,2025,4,2025-01-09,0,22,21,0.954545454545455,"BBN",9.16129032258064,NA,62662,96.9561340095699
53013,2025,4,2025-01-10,0,14,14,1,"AP",31.914798206278,NA,62821,118.591517498926
53030,2025,4,2025-01-19,0,16,15,0.9375,"BBN",9.16129032258064,NA,62696,136.179922306234
53034,2024,3,2024-01-21,0,19,19,1,"TSC",9.13793103448276,NA,NA,NA
53056,2024,3,2024-01-14,0,21,8,0.380952380952381,"TSC",9.13793103448276,NA,NA,NA
53119,2024,3,2024-01-24,0,16,15,0.9375,"TSC",9.13793103448276,NA,60619,83.773543164188
53130,2025,4,2025-01-20,0,14,14,1,"BBN",9.16129032258064,NA,62907,118.570876908
53135,2025,4,2025-01-01,0,19,19,1,"NP0",23.8413793103448,NA,NA,NA
53152,2025,4,2025-01-21,0,15,15,1,"BBSL",27.4793388429752,NA,62908,113.781908769024
53160,2025,4,2025-01-09,0,14,14,1,"AP",31.914798206278,NA,NA,NA
53187,2025,4,2025-01-08,0,19,19,1,"MBBU",13.2592592592593,NA,NA,NA
53202,2025,4,2025-01-03,0,19,19,1,"NP0",23.8413793103448,NA,NA,NA
53215,2024,3,2024-01-24,0,16,16,1,"APG",26.7880794701987,NA,60896,86.5756544422997
53215,2025,4,2025-01-16,1,14,13,0.928571428571429,"AP",31.914798206278,NA,62828,98.8540250346465
53226,2025,4,2025-01-15,0,17,16,0.941176470588235,"NP0",23.8413793103448,NA,62861,109.941909332109
53264,2025,4,2024-12-30,0,21,21,1,"NP0",23.8413793103448,NA,NA,NA
53269,2024,3,2024-01-12,0,19,19,1,"TSC",9.13793103448276,NA,NA,NA
53397,2025,4,2025-02-08,0,15,15,1,"NP2",13.3809523809524,NA,NA,NA
53639,2025,4,2025-01-10,0,18,17,0.944444444444444,"AP",31.914798206278,NA,NA,NA
53683,2025,4,2024-12-29,0,20,20,1,"AP",31.914798206278,NA,NA,NA
53716,2025,4,2024-12-29,0,19,18,0.947368421052632,"APG",14.974358974359,NA,NA,NA
53738,2025,4,2025-01-10,0,22,22,1,"BBSL",27.4793388429752,NA,62663,108.344543820971
53782,2025,4,2025-01-03,0,26,26,1,"BBSL",27.4793388429752,NA,NA,NA
53966,2025,4,2025-01-05,0,18,17,0.944444444444444,"NP0",23.8413793103448,NA,NA,NA
54063,2025,4,2025-01-15,0,17,17,1,"NP0",23.8413793103448,NA,62818,114.852731433228
